iteration=0
('C', 0, 0, 'D', 0):NONE=0
('N', 0, 1, 'R', 25):STAY=5.458
('N', 0, 1, 'R', 50):STAY=-26.415
('N', 0, 1, 'R', 75):STAY=-31.192
('N', 0, 1, 'R', 100):STAY=-33.958
('N', 0, 2, 'D', 0):NONE=0
('N', 0, 2, 'D', 25):DOWN=16.032
('N', 0, 2, 'D', 50):DOWN=-7.101
('N', 0, 2, 'D', 75):DOWN=-28.575
('N', 0, 2, 'D', 100):STAY=-31.78
('N', 0, 2, 'R', 0):NONE=0
('N', 0, 2, 'R', 25):STAY=8.497
('N', 0, 2, 'R', 50):STAY=-14.58
('N', 0, 2, 'R', 75):STAY=-30.92
('N', 0, 2, 'R', 100):STAY=-33.243
('N', 0, 3, 'D', 0):NONE=0
('N', 0, 3, 'D', 25):DOWN=16.458
('N', 0, 3, 'D', 50):DOWN=-3.294
('N', 0, 3, 'D', 75):DOWN=-20.207
('N', 0, 3, 'D', 100):STAY=-31.553
('N', 0, 3, 'R', 0):NONE=0
('N', 0, 3, 'R', 25):STAY=8.771
('N', 0, 3, 'R', 50):STAY=-12.287
('N', 0, 3, 'R', 75):STAY=-26.177
('N', 0, 3, 'R', 100):STAY=-33.083
('N', 1, 0, 'D', 0):NONE=0
('N', 1, 0, 'D', 25):CRAFT=8.148
('N', 1, 0, 'D', 50):CRAFT=-18.233
('N', 1, 0, 'D', 75):CRAFT=-29.353
('N', 1, 0, 'D', 100):STAY=-32.095
('N', 1, 0, 'R', 0):NONE=0
('N', 1, 0, 'R', 25):CRAFT=5.792
('N', 1, 0, 'R', 50):CRAFT=-20.196
('N', 1, 0, 'R', 75):CRAFT=-30.118
('N', 1, 0, 'R', 100):CRAFT=-32.689
('N', 1, 1, 'D', 0):NONE=0
('N', 1, 1, 'D', 25):DOWN=12.333
('N', 1, 1, 'D', 50):CRAFT=-10.792
('N', 1, 1, 'D', 75):CRAFT=-27.2
('N', 1, 1, 'D', 100):CRAFT=-32.047
('N', 1, 1, 'R', 0):NONE=0
('N', 1, 1, 'R', 25):CRAFT=7.388
('N', 1, 1, 'R', 50):CRAFT=-13.746
('N', 1, 1, 'R', 75):CRAFT=-28.49
('N', 1, 1, 'R', 100):CRAFT=-32.458
('N', 1, 2, 'D', 0):NONE=0
('N', 1, 2, 'D', 25):DOWN=16.032
('N', 1, 2, 'D', 50):DOWN=-7.101
('N', 1, 2, 'D', 75):CRAFT=-24.264
('N', 1, 2, 'D', 100):STAY=-31.181
('N', 1, 2, 'R', 0):NONE=0
('N', 1, 2, 'R', 25):STAY=8.497
('N', 1, 2, 'R', 50):CRAFT=-12.674
('N', 1, 2, 'R', 75):CRAFT=-26.29
('N', 1, 2, 'R', 100):CRAFT=-32.421
('N', 1, 3, 'D', 0):NONE=0
('N', 1, 3, 'D', 25):DOWN=16.458
('N', 1, 3, 'D', 50):DOWN=-3.294
('N', 1, 3, 'D', 75):DOWN=-20.207
('N', 1, 3, 'D', 100):STAY=-30.963
('N', 1, 3, 'R', 0):NONE=0
('N', 1, 3, 'R', 25):STAY=8.771
('N', 1, 3, 'R', 50):STAY=-12.275
('N', 1, 3, 'R', 75):STAY=-25.934
('N', 1, 3, 'R', 100):CRAFT=-32.421
('N', 2, 0, 'D', 0):NONE=0
('N', 2, 0, 'D', 25):CRAFT=8.246
('N', 2, 0, 'D', 50):CRAFT=-14.006
('N', 2, 0, 'D', 75):CRAFT=-28.74
('N', 2, 0, 'D', 100):STAY=-31.552
('N', 2, 0, 'R', 0):NONE=0
('N', 2, 0, 'R', 25):CRAFT=6.037
('N', 2, 0, 'R', 50):CRAFT=-15.906
('N', 2, 0, 'R', 75):CRAFT=-29.282
('N', 2, 0, 'R', 100):CRAFT=-31.817
('N', 2, 1, 'D', 0):NONE=0
('N', 2, 1, 'D', 25):DOWN=12.333
('N', 2, 1, 'D', 50):CRAFT=-10.786
('N', 2, 1, 'D', 75):CRAFT=-26.766
('N', 2, 1, 'D', 100):CRAFT=-31.348
('N', 2, 1, 'R', 0):NONE=0
('N', 2, 1, 'R', 25):CRAFT=7.388
('N', 2, 1, 'R', 50):CRAFT=-13.731
('N', 2, 1, 'R', 75):CRAFT=-27.816
('N', 2, 1, 'R', 100):CRAFT=-31.684
('N', 2, 2, 'D', 0):NONE=0
('N', 2, 2, 'D', 25):DOWN=16.032
('N', 2, 2, 'D', 50):DOWN=-7.101
('N', 2, 2, 'D', 75):CRAFT=-24.15
('N', 2, 2, 'D', 100):STAY=-30.643
('N', 2, 2, 'R', 0):NONE=0
('N', 2, 2, 'R', 25):STAY=8.497
('N', 2, 2, 'R', 50):CRAFT=-12.66
('N', 2, 2, 'R', 75):CRAFT=-26.005
('N', 2, 2, 'R', 100):CRAFT=-31.662
('N', 2, 3, 'D', 0):NONE=0
('N', 2, 3, 'D', 25):DOWN=16.458
('N', 2, 3, 'D', 50):DOWN=-3.294
('N', 2, 3, 'D', 75):DOWN=-20.207
('N', 2, 3, 'D', 100):STAY=-30.425
('N', 2, 3, 'R', 0):NONE=0
('N', 2, 3, 'R', 25):STAY=8.771
('N', 2, 3, 'R', 50):STAY=-12.275
('N', 2, 3, 'R', 75):STAY=-25.8
('N', 2, 3, 'R', 100):CRAFT=-31.662
('S', 0, 0, 'D', 0):NONE=0
('S', 0, 0, 'D', 25):GATHER=-24.609
('S', 0, 0, 'D', 50):UP=-22.176
('S', 0, 0, 'D', 75):GATHER=-29.925
('S', 0, 0, 'D', 100):GATHER=-29.925
('S', 0, 0, 'R', 0):NONE=0
('S', 0, 0, 'R', 25):GATHER=-26.187
('S', 0, 0, 'R', 50):GATHER=-25.978
('S', 0, 0, 'R', 75):GATHER=-29.925
('S', 0, 0, 'R', 100):GATHER=-29.925
('S', 0, 1, 'D', 0):NONE=0
('S', 0, 1, 'D', 25):UP=12.043
('S', 0, 1, 'D', 50):UP=-22.176
('S', 0, 1, 'D', 75):STAY=-28.233
('S', 0, 1, 'D', 100):GATHER=-29.925
('S', 0, 1, 'R', 0):NONE=0
('S', 0, 1, 'R', 25):STAY=5.458
('S', 0, 1, 'R', 50):GATHER=-25.978
('S', 0, 1, 'R', 75):GATHER=-29.392
('S', 0, 1, 'R', 100):GATHER=-29.925
('S', 0, 2, 'D', 0):NONE=0
('S', 0, 2, 'D', 25):UP=16.032
('S', 0, 2, 'D', 50):UP=-7.101
('S', 0, 2, 'D', 75):STAY=-27.899
('S', 0, 2, 'D', 100):GATHER=-29.925
('S', 0, 2, 'R', 0):NONE=0
('S', 0, 2, 'R', 25):STAY=8.497
('S', 0, 2, 'R', 50):STAY=-14.568
('S', 0, 2, 'R', 75):GATHER=-29.272
('S', 0, 2, 'R', 100):GATHER=-29.925
('S', 0, 3, 'D', 0):NONE=0
('S', 0, 3, 'D', 25):UP=16.458
('S', 0, 3, 'D', 50):UP=-3.294
('S', 0, 3, 'D', 75):UP=-20.207
('S', 0, 3, 'D', 100):STAY=-29.785
('S', 0, 3, 'R', 0):NONE=0
('S', 0, 3, 'R', 25):STAY=8.771
('S', 0, 3, 'R', 50):STAY=-12.275
('S', 0, 3, 'R', 75):STAY=-25.8
('S', 0, 3, 'R', 100):GATHER=-29.925
('S', 1, 0, 'D', 0):NONE=0
('S', 1, 0, 'D', 25):UP=-15.344
('S', 1, 0, 'D', 50):UP=-22.097
('S', 1, 0, 'D', 75):GATHER=-29.925
('S', 1, 0, 'D', 100):GATHER=-29.925
('S', 1, 0, 'R', 0):NONE=0
('S', 1, 0, 'R', 25):UP=-22.998
('S', 1, 0, 'R', 50):GATHER=-25.978
('S', 1, 0, 'R', 75):GATHER=-29.925
('S', 1, 0, 'R', 100):GATHER=-29.925
('S', 1, 1, 'D', 0):NONE=0
('S', 1, 1, 'D', 25):UP=12.333
('S', 1, 1, 'D', 50):UP=-21.994
('S', 1, 1, 'D', 75):STAY=-28.233
('S', 1, 1, 'D', 100):GATHER=-29.925
('S', 1, 1, 'R', 0):NONE=0
('S', 1, 1, 'R', 25):STAY=5.458
('S', 1, 1, 'R', 50):GATHER=-25.978
('S', 1, 1, 'R', 75):GATHER=-29.392
('S', 1, 1, 'R', 100):GATHER=-29.925
('S', 1, 2, 'D', 0):NONE=0
('S', 1, 2, 'D', 25):UP=16.032
('S', 1, 2, 'D', 50):UP=-7.101
('S', 1, 2, 'D', 75):STAY=-27.899
('S', 1, 2, 'D', 100):GATHER=-29.925
('S', 1, 2, 'R', 0):NONE=0
('S', 1, 2, 'R', 25):STAY=8.497
('S', 1, 2, 'R', 50):STAY=-14.568
('S', 1, 2, 'R', 75):GATHER=-29.272
('S', 1, 2, 'R', 100):GATHER=-29.925
('S', 1, 3, 'D', 0):NONE=0
('S', 1, 3, 'D', 25):UP=16.458
('S', 1, 3, 'D', 50):UP=-3.294
('S', 1, 3, 'D', 75):UP=-20.207
('S', 1, 3, 'D', 100):STAY=-29.785
('S', 1, 3, 'R', 0):NONE=0
('S', 1, 3, 'R', 25):STAY=8.771
('S', 1, 3, 'R', 50):STAY=-12.275
('S', 1, 3, 'R', 75):STAY=-25.8
('S', 1, 3, 'R', 100):GATHER=-29.925
('S', 2, 0, 'D', 0):NONE=0
('S', 2, 0, 'D', 25):UP=-15.344
('S', 2, 0, 'D', 50):UP=-22.086
('S', 2, 0, 'D', 75):GATHER=-29.925
('S', 2, 0, 'D', 100):GATHER=-29.925
('S', 2, 0, 'R', 0):NONE=0
('S', 2, 0, 'R', 25):UP=-22.998
('S', 2, 0, 'R', 50):GATHER=-25.978
('S', 2, 0, 'R', 75):GATHER=-29.925
('S', 2, 0, 'R', 100):GATHER=-29.925
('S', 2, 1, 'D', 0):NONE=0
('S', 2, 1, 'D', 25):UP=12.333
('S', 2, 1, 'D', 50):UP=-21.988
('S', 2, 1, 'D', 75):STAY=-28.233
('S', 2, 1, 'D', 100):GATHER=-29.925
('S', 2, 1, 'R', 0):NONE=0
('S', 2, 1, 'R', 25):STAY=5.458
('S', 2, 1, 'R', 50):GATHER=-25.978
('S', 2, 1, 'R', 75):GATHER=-29.392
('S', 2, 1, 'R', 100):GATHER=-29.925
('S', 2, 2, 'D', 0):NONE=0
('S', 2, 2, 'D', 25):UP=16.032
('S', 2, 2, 'D', 50):UP=-7.101
('S', 2, 2, 'D', 75):STAY=-27.899
('S', 2, 2, 'D', 100):GATHER=-29.925
('S', 2, 2, 'R', 0):NONE=0
('S', 2, 2, 'R', 25):STAY=8.497
('S', 2, 2, 'R', 50):STAY=-14.568
('S', 2, 2, 'R', 75):GATHER=-29.272
('S', 2, 2, 'R', 100):GATHER=-29.925
('S', 2, 3, 'D', 0):NONE=0
('S', 2, 3, 'D', 25):UP=16.458
('S', 2, 3, 'D', 50):UP=-3.294
('S', 2, 3, 'D', 75):UP=-20.207
('S', 2, 3, 'D', 100):STAY=-29.785
('S', 2, 3, 'R', 0):NONE=0
('S', 2, 3, 'R', 25):STAY=8.771
('S', 2, 3, 'R', 50):STAY=-12.275
('S', 2, 3, 'R', 75):STAY=-25.8
('S', 2, 3, 'R', 100):GATHER=-29.925
iteration=6
('C', 0, 0, 'D', 0):NONE=0
('C', 0, 0, 'D', 25):DOWN=-30.238
('C', 0, 0, 'D', 50):RIGHT=-16.762
('C', 0, 0, 'D', 75):LEFT=-35.495
('C', 0, 0, 'D', 100):LEFT=-35.495
('C', 0, 0, 'R', 0):NONE=0
('C', 0, 0, 'R', 25):DOWN=-46.047
('C', 0, 0, 'R', 50):DOWN=-54.973
('C', 0, 0, 'R', 75):LEFT=-56.694
('C', 0, 0, 'R', 100):LEFT=-56.694
('C', 0, 1, 'D', 0):NONE=0
('C', 0, 1, 'D', 25):RIGHT=24.137
('C', 0, 1, 'D', 50):RIGHT=-16.762
('C', 0, 1, 'D', 75):RIGHT=-25.679
('C', 0, 1, 'D', 100):LEFT=-35.495
('C', 0, 1, 'R', 0):NONE=0
('C', 0, 1, 'R', 25):UP=-30.119
('C', 0, 1, 'R', 50):DOWN=-54.973
('C', 0, 1, 'R', 75):LEFT=-56.394
('C', 0, 1, 'R', 100):LEFT=-56.694
('C', 0, 2, 'D', 0):NONE=0
('C', 0, 2, 'D', 25):RIGHT=28.767
('C', 0, 2, 'D', 50):RIGHT=3.345
('C', 0, 2, 'D', 75):RIGHT=-24.154
('C', 0, 2, 'D', 100):RIGHT=-33.446
('C', 0, 2, 'R', 0):NONE=0
('C', 0, 2, 'R', 25):SHOOT=-26.71
('C', 0, 2, 'R', 50):DOWN=-49.516
('C', 0, 2, 'R', 75):LEFT=-56.275
('C', 0, 2, 'R', 100):LEFT=-56.655
('C', 0, 3, 'D', 0):NONE=0
('C', 0, 3, 'D', 25):RIGHT=29.133
('C', 0, 3, 'D', 50):RIGHT=8.207
('C', 0, 3, 'D', 75):RIGHT=-13.166
('C', 0, 3, 'D', 100):RIGHT=-32.053
('C', 0, 3, 'R', 0):NONE=0
('C', 0, 3, 'R', 25):LEFT=-24.828
('C', 0, 3, 'R', 50):LEFT=-47.545
('C', 0, 3, 'R', 75):DOWN=-54.846
('C', 0, 3, 'R', 100):LEFT=-56.636
('C', 1, 0, 'D', 0):NONE=0
('C', 1, 0, 'D', 25):UP=-2.114
('C', 1, 0, 'D', 50):RIGHT=-16.762
('C', 1, 0, 'D', 75):UP=-35.139
('C', 1, 0, 'D', 100):LEFT=-35.495
('C', 1, 0, 'R', 0):NONE=0
('C', 1, 0, 'R', 25):UP=-32.372
('C', 1, 0, 'R', 50):UP=-52.518
('C', 1, 0, 'R', 75):LEFT=-56.694
('C', 1, 0, 'R', 100):LEFT=-56.694
('C', 1, 1, 'D', 0):NONE=0
('C', 1, 1, 'D', 25):RIGHT=24.137
('C', 1, 1, 'D', 50):UP=-16.43
('C', 1, 1, 'D', 75):RIGHT=-25.679
('C', 1, 1, 'D', 100):LEFT=-35.495
('C', 1, 1, 'R', 0):NONE=0
('C', 1, 1, 'R', 25):SHOOT=-27.367
('C', 1, 1, 'R', 50):UP=-49.78
('C', 1, 1, 'R', 75):UP=-56.073
('C', 1, 1, 'R', 100):LEFT=-56.694
('C', 1, 2, 'D', 0):NONE=0
('C', 1, 2, 'D', 25):RIGHT=28.767
('C', 1, 2, 'D', 50):RIGHT=3.345
('C', 1, 2, 'D', 75):RIGHT=-24.154
('C', 1, 2, 'D', 100):RIGHT=-33.446
('C', 1, 2, 'R', 0):NONE=0
('C', 1, 2, 'R', 25):SHOOT=-26.072
('C', 1, 2, 'R', 50):UP=-48.712
('C', 1, 2, 'R', 75):UP=-55.137
('C', 1, 2, 'R', 100):LEFT=-56.655
('C', 1, 3, 'D', 0):NONE=0
('C', 1, 3, 'D', 25):SHOOT=29.146
('C', 1, 3, 'D', 50):RIGHT=8.207
('C', 1, 3, 'D', 75):RIGHT=-13.166
('C', 1, 3, 'D', 100):RIGHT=-32.053
('C', 1, 3, 'R', 0):NONE=0
('C', 1, 3, 'R', 25):LEFT=-24.828
('C', 1, 3, 'R', 50):LEFT=-47.545
('C', 1, 3, 'R', 75):DOWN=-54.846
('C', 1, 3, 'R', 100):LEFT=-56.636
('C', 2, 0, 'D', 0):NONE=0
('C', 2, 0, 'D', 25):UP=-2.006
('C', 2, 0, 'D', 50):RIGHT=-16.762
('C', 2, 0, 'D', 75):UP=-34.581
('C', 2, 0, 'D', 100):LEFT=-35.495
('C', 2, 0, 'R', 0):NONE=0
('C', 2, 0, 'R', 25):UP=-32.268
('C', 2, 0, 'R', 50):UP=-50.697
('C', 2, 0, 'R', 75):UP=-56.421
('C', 2, 0, 'R', 100):LEFT=-56.694
('C', 2, 1, 'D', 0):NONE=0
('C', 2, 1, 'D', 25):RIGHT=24.137
('C', 2, 1, 'D', 50):UP=-16.424
('C', 2, 1, 'D', 75):RIGHT=-25.679
('C', 2, 1, 'D', 100):LEFT=-35.495
('C', 2, 1, 'R', 0):NONE=0
('C', 2, 1, 'R', 25):SHOOT=-27.367
('C', 2, 1, 'R', 50):UP=-49.773
('C', 2, 1, 'R', 75):UP=-55.787
('C', 2, 1, 'R', 100):LEFT=-56.694
('C', 2, 2, 'D', 0):NONE=0
('C', 2, 2, 'D', 25):RIGHT=28.767
('C', 2, 2, 'D', 50):RIGHT=3.345
('C', 2, 2, 'D', 75):RIGHT=-24.154
('C', 2, 2, 'D', 100):RIGHT=-33.446
('C', 2, 2, 'R', 0):NONE=0
('C', 2, 2, 'R', 25):SHOOT=-26.072
('C', 2, 2, 'R', 50):UP=-48.706
('C', 2, 2, 'R', 75):UP=-55.015
('C', 2, 2, 'R', 100):LEFT=-56.655
('C', 2, 3, 'D', 0):NONE=0
('C', 2, 3, 'D', 25):SHOOT=29.146
('C', 2, 3, 'D', 50):RIGHT=8.207
('C', 2, 3, 'D', 75):RIGHT=-13.166
('C', 2, 3, 'D', 100):RIGHT=-32.053
('C', 2, 3, 'R', 0):NONE=0
('C', 2, 3, 'R', 25):LEFT=-24.828
('C', 2, 3, 'R', 50):LEFT=-47.545
('C', 2, 3, 'R', 75):UP=-54.846
('C', 2, 3, 'R', 100):LEFT=-56.636
('W', 0, 0, 'D', 0):NONE=0
('W', 0, 0, 'D', 25):STAY=-34.895
('W', 0, 0, 'D', 50):RIGHT=-26.509
('W', 0, 0, 'D', 75):STAY=-34.895
('W', 0, 0, 'D', 100):STAY=-34.895
('W', 0, 0, 'R', 0):NONE=0
('W', 0, 0, 'R', 25):STAY=-34.895
('W', 0, 0, 'R', 50):STAY=-30.364
('W', 0, 0, 'R', 75):STAY=-34.895
('W', 0, 0, 'R', 100):STAY=-34.895
('W', 0, 1, 'D', 0):NONE=0
('W', 0, 1, 'D', 25):RIGHT=8.991
('W', 0, 1, 'D', 50):RIGHT=-26.509
('W', 0, 1, 'D', 75):SHOOT=-33.491
('W', 0, 1, 'D', 100):STAY=-34.895
('W', 0, 1, 'R', 0):NONE=0
('W', 0, 1, 'R', 25):STAY=0.469
('W', 0, 1, 'R', 50):STAY=-30.364
('W', 0, 1, 'R', 75):SHOOT=-33.762
('W', 0, 1, 'R', 100):STAY=-34.895
('W', 0, 2, 'D', 0):NONE=0
('W', 0, 2, 'D', 25):SHOOT=13.557
('W', 0, 2, 'D', 50):RIGHT=-10.658
('W', 0, 2, 'D', 75):RIGHT=-32.617
('W', 0, 2, 'D', 100):SHOOT=-34.68
('W', 0, 2, 'R', 0):NONE=0
('W', 0, 2, 'R', 25):SHOOT=11.602
('W', 0, 2, 'R', 50):STAY=-17.718
('W', 0, 2, 'R', 75):SHOOT=-33.167
('W', 0, 2, 'R', 100):SHOOT=-34.697
('W', 0, 3, 'D', 0):NONE=0
('W', 0, 3, 'D', 25):SHOOT=17.785
('W', 0, 3, 'D', 50):RIGHT=-6.61
('W', 0, 3, 'D', 75):RIGHT=-24.101
('W', 0, 3, 'D', 100):SHOOT=-34.533
('W', 0, 3, 'R', 0):NONE=0
('W', 0, 3, 'R', 25):SHOOT=17.326
('W', 0, 3, 'R', 50):SHOOT=-11.263
('W', 0, 3, 'R', 75):STAY=-28.803
('W', 0, 3, 'R', 100):SHOOT=-34.554
('W', 1, 0, 'D', 0):NONE=0
('W', 1, 0, 'D', 25):RIGHT=-12.85
('W', 1, 0, 'D', 50):RIGHT=-26.174
('W', 1, 0, 'D', 75):STAY=-34.895
('W', 1, 0, 'D', 100):STAY=-34.895
('W', 1, 0, 'R', 0):NONE=0
('W', 1, 0, 'R', 25):RIGHT=-21.544
('W', 1, 0, 'R', 50):STAY=-30.318
('W', 1, 0, 'R', 75):STAY=-34.895
('W', 1, 0, 'R', 100):STAY=-34.895
('W', 1, 1, 'D', 0):NONE=0
('W', 1, 1, 'D', 25):RIGHT=9.502
('W', 1, 1, 'D', 50):RIGHT=-25.805
('W', 1, 1, 'D', 75):SHOOT=-33.473
('W', 1, 1, 'D', 100):STAY=-34.895
('W', 1, 1, 'R', 0):NONE=0
('W', 1, 1, 'R', 25):STAY=0.639
('W', 1, 1, 'R', 50):SHOOT=-28.243
('W', 1, 1, 'R', 75):SHOOT=-33.751
('W', 1, 1, 'R', 100):STAY=-34.895
('W', 1, 2, 'D', 0):NONE=0
('W', 1, 2, 'D', 25):SHOOT=13.762
('W', 1, 2, 'D', 50):RIGHT=-10.658
('W', 1, 2, 'D', 75):RIGHT=-32.617
('W', 1, 2, 'D', 100):SHOOT=-34.68
('W', 1, 2, 'R', 0):NONE=0
('W', 1, 2, 'R', 25):SHOOT=11.729
('W', 1, 2, 'R', 50):STAY=-17.718
('W', 1, 2, 'R', 75):SHOOT=-33.025
('W', 1, 2, 'R', 100):SHOOT=-34.697
('W', 1, 3, 'D', 0):NONE=0
('W', 1, 3, 'D', 25):SHOOT=17.785
('W', 1, 3, 'D', 50):RIGHT=-6.61
('W', 1, 3, 'D', 75):RIGHT=-24.101
('W', 1, 3, 'D', 100):SHOOT=-34.533
('W', 1, 3, 'R', 0):NONE=0
('W', 1, 3, 'R', 25):SHOOT=17.326
('W', 1, 3, 'R', 50):SHOOT=-11.263
('W', 1, 3, 'R', 75):STAY=-28.803
('W', 1, 3, 'R', 100):SHOOT=-34.554
('W', 2, 0, 'D', 0):NONE=0
('W', 2, 0, 'D', 25):RIGHT=-12.85
('W', 2, 0, 'D', 50):RIGHT=-26.065
('W', 2, 0, 'D', 75):STAY=-34.895
('W', 2, 0, 'D', 100):STAY=-34.895
('W', 2, 0, 'R', 0):NONE=0
('W', 2, 0, 'R', 25):RIGHT=-21.544
('W', 2, 0, 'R', 50):STAY=-30.311
('W', 2, 0, 'R', 75):STAY=-34.895
('W', 2, 0, 'R', 100):STAY=-34.895
('W', 2, 1, 'D', 0):NONE=0
('W', 2, 1, 'D', 25):RIGHT=9.502
('W', 2, 1, 'D', 50):RIGHT=-25.803
('W', 2, 1, 'D', 75):SHOOT=-33.47
('W', 2, 1, 'D', 100):STAY=-34.895
('W', 2, 1, 'R', 0):NONE=0
('W', 2, 1, 'R', 25):STAY=0.639
('W', 2, 1, 'R', 50):SHOOT=-28.238
('W', 2, 1, 'R', 75):SHOOT=-33.749
('W', 2, 1, 'R', 100):STAY=-34.895
('W', 2, 2, 'D', 0):NONE=0
('W', 2, 2, 'D', 25):SHOOT=13.762
('W', 2, 2, 'D', 50):RIGHT=-10.658
('W', 2, 2, 'D', 75):RIGHT=-32.601
('W', 2, 2, 'D', 100):SHOOT=-34.68
('W', 2, 2, 'R', 0):NONE=0
('W', 2, 2, 'R', 25):SHOOT=11.729
('W', 2, 2, 'R', 50):STAY=-17.718
('W', 2, 2, 'R', 75):SHOOT=-33.024
('W', 2, 2, 'R', 100):SHOOT=-34.697
('W', 2, 3, 'D', 0):NONE=0
('W', 2, 3, 'D', 25):SHOOT=17.785
('W', 2, 3, 'D', 50):RIGHT=-6.61
('W', 2, 3, 'D', 75):RIGHT=-24.101
('W', 2, 3, 'D', 100):SHOOT=-34.533
('W', 2, 3, 'R', 0):NONE=0
('W', 2, 3, 'R', 25):SHOOT=17.326
('W', 2, 3, 'R', 50):SHOOT=-11.263
('W', 2, 3, 'R', 75):STAY=-28.803
('W', 2, 3, 'R', 100):SHOOT=-34.554
('E', 0, 0, 'D', 0):NONE=0
('E', 0, 0, 'D', 25):HIT=-26.722
('E', 0, 0, 'D', 50):HIT=-4.41
('E', 0, 0, 'D', 75):LEFT=-34.895
('E', 0, 0, 'D', 100):HIT=-34.467
('E', 0, 0, 'R', 0):NONE=0
('E', 0, 0, 'R', 25):LEFT=-41.14
('E', 0, 0, 'R', 50):LEFT=-53.55
('E', 0, 0, 'R', 75):LEFT=-54.91
('E', 0, 0, 'R', 100):LEFT=-54.91
('E', 0, 1, 'D', 0):NONE=0
('E', 0, 1, 'D', 25):SHOOT=37.285
('E', 0, 1, 'D', 50):HIT=-4.41
('E', 0, 1, 'D', 75):HIT=-15.716
('E', 0, 1, 'D', 100):HIT=-34.467
('E', 0, 1, 'R', 0):NONE=0
('E', 0, 1, 'R', 25):SHOOT=-5.571
('E', 0, 1, 'R', 50):LEFT=-53.55
('E', 0, 1, 'R', 75):LEFT=-54.57
('E', 0, 1, 'R', 100):LEFT=-54.91
('E', 0, 2, 'D', 0):NONE=0
('E', 0, 2, 'D', 25):SHOOT=42.914
('E', 0, 2, 'D', 50):SHOOT=20.047
('E', 0, 2, 'D', 75):HIT=-13.57
('E', 0, 2, 'D', 100):HIT=-26.088
('E', 0, 2, 'R', 0):NONE=0
('E', 0, 2, 'R', 25):SHOOT=-3.91
('E', 0, 2, 'R', 50):SHOOT=-44.384
('E', 0, 2, 'R', 75):LEFT=-54.434
('E', 0, 2, 'R', 100):LEFT=-54.865
('E', 0, 3, 'D', 0):NONE=0
('E', 0, 3, 'D', 25):SHOOT=43.377
('E', 0, 3, 'D', 50):SHOOT=26.225
('E', 0, 3, 'D', 75):SHOOT=0.595
('E', 0, 3, 'D', 100):HIT=-24.001
('E', 0, 3, 'R', 0):NONE=0
('E', 0, 3, 'R', 25):SHOOT=-3.833
('E', 0, 3, 'R', 50):SHOOT=-43.281
('E', 0, 3, 'R', 75):LEFT=-52.883
('E', 0, 3, 'R', 100):LEFT=-54.844
('E', 1, 0, 'D', 0):NONE=0
('E', 1, 0, 'D', 25):LEFT=-19.512
('E', 1, 0, 'D', 50):HIT=-4.41
('E', 1, 0, 'D', 75):LEFT=-34.895
('E', 1, 0, 'D', 100):HIT=-34.467
('E', 1, 0, 'R', 0):NONE=0
('E', 1, 0, 'R', 25):LEFT=-36.79
('E', 1, 0, 'R', 50):LEFT=-53.55
('E', 1, 0, 'R', 75):LEFT=-54.91
('E', 1, 0, 'R', 100):LEFT=-54.91
('E', 1, 1, 'D', 0):NONE=0
('E', 1, 1, 'D', 25):SHOOT=37.578
('E', 1, 1, 'D', 50):HIT=-4.41
('E', 1, 1, 'D', 75):HIT=-15.716
('E', 1, 1, 'D', 100):HIT=-34.467
('E', 1, 1, 'R', 0):NONE=0
('E', 1, 1, 'R', 25):SHOOT=-5.506
('E', 1, 1, 'R', 50):LEFT=-53.088
('E', 1, 1, 'R', 75):LEFT=-54.57
('E', 1, 1, 'R', 100):LEFT=-54.91
('E', 1, 2, 'D', 0):NONE=0
('E', 1, 2, 'D', 25):SHOOT=42.914
('E', 1, 2, 'D', 50):SHOOT=20.047
('E', 1, 2, 'D', 75):HIT=-13.57
('E', 1, 2, 'D', 100):HIT=-26.088
('E', 1, 2, 'R', 0):NONE=0
('E', 1, 2, 'R', 25):SHOOT=-3.91
('E', 1, 2, 'R', 50):SHOOT=-44.384
('E', 1, 2, 'R', 75):LEFT=-54.434
('E', 1, 2, 'R', 100):LEFT=-54.865
('E', 1, 3, 'D', 0):NONE=0
('E', 1, 3, 'D', 25):SHOOT=43.377
('E', 1, 3, 'D', 50):SHOOT=26.225
('E', 1, 3, 'D', 75):SHOOT=0.595
('E', 1, 3, 'D', 100):HIT=-24.001
('E', 1, 3, 'R', 0):NONE=0
('E', 1, 3, 'R', 25):SHOOT=-3.833
('E', 1, 3, 'R', 50):SHOOT=-43.281
('E', 1, 3, 'R', 75):LEFT=-52.883
('E', 1, 3, 'R', 100):LEFT=-54.844
('E', 2, 0, 'D', 0):NONE=0
('E', 2, 0, 'D', 25):LEFT=-19.512
('E', 2, 0, 'D', 50):HIT=-4.41
('E', 2, 0, 'D', 75):LEFT=-34.895
('E', 2, 0, 'D', 100):HIT=-34.467
('E', 2, 0, 'R', 0):NONE=0
('E', 2, 0, 'R', 25):LEFT=-36.79
('E', 2, 0, 'R', 50):LEFT=-53.55
('E', 2, 0, 'R', 75):LEFT=-54.91
('E', 2, 0, 'R', 100):LEFT=-54.91
('E', 2, 1, 'D', 0):NONE=0
('E', 2, 1, 'D', 25):SHOOT=37.578
('E', 2, 1, 'D', 50):HIT=-4.41
('E', 2, 1, 'D', 75):HIT=-15.716
('E', 2, 1, 'D', 100):HIT=-34.467
